Time,Open,High,Low,Latest,Change,%Change,Volume
21/12/2001,0.8991,0.9016,0.8856,0.8868,-0.0133,-1.48%,0
24/12/2001,0.8888,0.8905,0.8743,0.8772,-0.0096,-1.08%,0
25/12/2001,0.8778,0.8824,0.8767,0.8787,0.0015,0.17%,0
26/12/2001,0.879,0.882,0.8765,0.8799,0.0012,0.14%,0
27/12/2001,0.8806,0.8869,0.8776,0.8831,0.0032,0.36%,0
28/12/2001,0.8832,0.8845,0.8793,0.8835,0.0004,0.05%,0
31/12/2001,0.8843,0.8918,0.8826,0.8912,0.0077,0.87%,0
2/01/2002,0.8898,0.9063,0.8884,0.9039,0.0127,1.43%,0
3/01/2002,0.9035,0.9061,0.8974,0.8994,-0.0045,-0.50%,0
4/01/2002,0.8989,0.9001,0.8942,0.895,-0.0044,-0.49%,0
7/01/2002,0.8948,0.8995,0.8886,0.8932,-0.0018,-0.20%,0
8/01/2002,0.8932,0.8938,0.8886,0.8927,-0.0005,-0.06%,0
9/01/2002,0.8933,0.8951,0.8869,0.8905,-0.0022,-0.25%,0
10/01/2002,0.8913,0.8937,0.8903,0.8918,0.0013,0.15%,0
11/01/2002,0.8916,0.893,0.8895,0.8925,0.0007,0.08%,0
14/01/2002,0.8945,0.8953,0.8916,0.894,0.0015,0.17%,0
15/01/2002,0.8939,0.8945,0.8841,0.8845,-0.0095,-1.06%,0
16/01/2002,0.8834,0.8845,0.8805,0.8825,-0.002,-0.23%,0
17/01/2002,0.8831,0.8849,0.8795,0.8811,-0.0014,-0.16%,0
18/01/2002,0.8808,0.8859,0.8798,0.8848,0.0037,0.42%,0
21/01/2002,0.8838,0.8869,0.8827,0.8837,-0.0011,-0.12%,0
22/01/2002,0.8837,0.8862,0.8813,0.8858,0.0021,0.24%,0
23/01/2002,0.8871,0.8891,0.8767,0.8779,-0.0079,-0.89%,0
24/01/2002,0.8784,0.879,0.8756,0.8764,-0.0015,-0.17%,0
25/01/2002,0.8781,0.8787,0.8625,0.8654,-0.011,-1.26%,0
28/01/2002,0.8651,0.8666,0.8574,0.8613,-0.0041,-0.47%,0
29/01/2002,0.8616,0.8658,0.8594,0.8643,0.003,0.35%,0
30/01/2002,0.8656,0.867,0.8602,0.862,-0.0023,-0.27%,0
31/01/2002,0.8614,0.8645,0.8576,0.858,-0.004,-0.46%,0
1/02/2002,0.8588,0.8642,0.8565,0.862,0.004,0.47%,0
4/02/2002,0.8614,0.871,0.8607,0.8702,0.0082,0.95%,0
5/02/2002,0.8699,0.8729,0.8651,0.8674,-0.0028,-0.32%,0
